nid,title,uuid,field_leg_hosting_site_value,field_leg_hosting_master_stage_value,HMS_UUID,HMS_Value,Acquia_Hosting_Product,field_leg_remote_admin_value,field_active_value,field_ra_pref_update_value,RA_Pref_Update_UUID,date,docroot,realm,prod_env_core,ra_env_core,Prod Formatted Version,RA Formatted Version,Prod Major Version,Prod Release,Prod Secure,RA Major Version,RA Release,RA Secure,Prod Current,RA Current,RA Pref
260606,ArcherPoint,35898cdc-1fb6-102f-aa9c-1231390f9c61,archerpoint,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,inform,35898cdc-1fb6-102f-aa9c-1231390f9c61,2021-06-08,archerpoint,devcloud,767,111,7.67,1.1.1,7.x,2019-05-08,0,,,0,,,Inform
2064961,TheMortonArboretum,6805ffb4-8aa6-1d44-010c-6190e3ba93c9,mgriebler,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,full,6805ffb4-8aa6-1d44-010c-6190e3ba93c9,2021-06-08,mgriebler,devcloud,779,780,7.79,7.80,7.x,2021-04-07,0,7.x,2021-04-21,1,,,Update
3169936,Columbia University Medical Center - Department of Surgery,b648511a-20ee-5864-1187-c1b9357892a4,cumc,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,full,b648511a-20ee-5864-1187-c1b9357892a4,2021-06-08,cumc,devcloud,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
3174896,Princeton University - School of International and Public Affairs,6757c7b0-e4db-3344-2540-4373335e5c88,wwilson,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,wwilson,devcloud,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
3352201,webmaster@gofrontrow.com,413a9cfe-87b6-9504-99b5-e72f893016ec,webmastergofrontrowcom,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,webmastergofrontrowcom,devcloud,767,778,7.67,7.78,7.x,2019-05-08,0,7.x,2021-01-20,0,,,Update
3682026,Ohio Christian University,9fab58ee-6935-2084-f964-14994c77a223,ocu,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,ocu,devcloud,776,780,7.76,7.80,7.x,2020-12-02,0,7.x,2021-04-21,1,,,Update
3684231,PROS Connect,bc06fc6d-8a6d-6f34-d1ce-3467dfa9479b,prosconnect,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,inform,bc06fc6d-8a6d-6f34-d1ce-3467dfa9479b,2021-06-08,prosconnect,devcloud,780,778,7.80,7.78,7.x,2021-04-21,1,7.x,2021-01-20,0,,,Inform
3687196,myOCU,7de7b1c6-e275-3cf4-2d56-6413e0ddffbe,myocu,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,myocu,devcloud,775,778,7.75,7.78,7.x,2020-11-25,0,7.x,2021-01-20,0,,,Update
3921756,mulhall,d9735924-6b4b-f6f4-f9af-92d06a6c4892,psicorp,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,full,d9735924-6b4b-f6f4-f9af-92d06a6c4892,2021-06-08,psicorp,devcloud,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4073471,Century College,12450673-0053-9c94-3970-aac591e3be40,centurycollege,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,centurycollege,devcloud,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4126411,orchse,5f95ab09-f2db-4ffb-942f-ed58413844a6,orchse,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,orchse,devcloud,778,773,7.78,7.73,7.x,2021-01-20,0,7.x,2020-09-16,0,,,Update
4174181,Pre-school Learning Alliance,73c25434-5e6b-4b88-8349-0d1f9ff7c12f,pslauk,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,full,73c25434-5e6b-4b88-8349-0d1f9ff7c12f,2021-06-08,pslauk,devcloud,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4202931,"American Academy Of Otolaryngology - Head And Neck Surgery, Inc.",7172ce25-5460-42b8-b044-88d0bd94caaf,aaoorg,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,full,7172ce25-5460-42b8-b044-88d0bd94caaf,2021-06-08,aaoorg,devcloud,767,781,7.67,7.81,7.x,2019-05-08,0,7.x,2021-06-02,0,,x,Update
4234711,MCA Golf ACP mitsubishirayongolf,c8590c61-8c40-4511-8e52-ab688931155a,mitsubishirayongolf,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,mitsubishirayongolf,devcloud,780,778,7.80,7.78,7.x,2021-04-21,1,7.x,2021-01-20,0,,,Update
4261831,aptX,6a985b78-4857-48ca-ab0b-918a937759d7,aptx,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,aptx,devcloud,8912,897,8.9.12,8.9.7,8.x,2021-01-06,0,8.x,2020-10-07,0,,,Update
4272981,SCI Drupal 7,c675e362-6bf2-41f9-bb8a-d35d28bd22fc,scottcounty,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,full,c675e362-6bf2-41f9-bb8a-d35d28bd22fc,2021-06-08,scottcounty,devcloud,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4273096,Columbia Union Conference,d36fece2-70be-4abb-9808-38888d1ed81b,cuc,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,cuc,devcloud,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4274696,Bennington College,a43a6c04-4036-42c3-a0cf-c1993777fa98,bennington,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,full,a43a6c04-4036-42c3-a0cf-c1993777fa98,2021-06-08,bennington,devcloud,890,8916,8.9.0,8.9.16,8.x,2020-06-03,0,8.x,2021-05-26,1,,x,Update
4296581,Ops Onboarding - Support,377f2c9e-ae39-4bb9-bb4a-bf2a4a115b54,supportd8kb,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,none,377f2c9e-ae39-4bb9-bb4a-bf2a4a115b54,2021-06-08,supportd8kb,devcloud,873,873,8.7.3,8.7.3,8.x,2019-06-05,0,8.x,2019-06-05,0,,,No Inform
4301311,GBS,2215be49-3a8a-4c40-8788-0b03b8424c48,stanfordgbs,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,full,2215be49-3a8a-4c40-8788-0b03b8424c48,2021-06-08,stanfordgbs,devcloud,778,780,7.78,7.80,7.x,2021-01-20,0,7.x,2021-04-21,1,,,Update
4365811,National Legal Aid & Defender Association,e6671821-abf1-4788-8d93-dce834a90833,nlada,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,full,e6671821-abf1-4788-8d93-dce834a90833,2021-06-08,nlada,devcloud,781,111,7.81,1.1.1,7.x,2021-06-02,0,,,0,x,,Update
4411936,University of Chicago Booth School of Business - capideas,645cf9cb-e2c9-4b63-b8b6-c6b2c6f64a3c,capideas,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,capideas,devcloud,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4421881,Helen Keller Services,937e5f3c-ac4e-4204-aa99-eff1afb6c21b,hks,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,hks,devcloud,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4437436,TWU,9a608a35-c64b-4aec-a72c-74c8e5602c8c,twu,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,twu,devcloud,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4439736,Princeton University Alum,0f49435e-847d-41f8-a51b-0a4efe54f1ae,princetonalum,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,princetonalum,devcloud,779,781,7.79,7.81,7.x,2021-04-07,0,7.x,2021-06-02,0,,x,Update
4442526,Bath Heritage Service,2ccfd541-8f85-4117-a95f-e67d68f9b819,bathworldheritage,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,none,2ccfd541-8f85-4117-a95f-e67d68f9b819,2021-06-08,bathworldheritage,devcloud,780,752,7.80,7.52,7.x,2021-04-21,1,7.x,2016-11-16,0,,,No Inform
4450066,Young Harris College,4071c27a-353a-4005-a6a1-ed2352543c09,youngharris,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,youngharris,devcloud,776,780,7.76,7.80,7.x,2020-12-02,0,7.x,2021-04-21,1,,,Update
4453336,SBS - Coaching Comm,c1d58895-5d76-4e8c-941d-b9717ae993a2,sbscoachingcomm,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,sbscoachingcomm,devcloud,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4462821,The I.D.E.A Brand,fe44ffd0-92c5-4cf9-85b4-3748eeb9b28e,theideabrand,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,full,fe44ffd0-92c5-4cf9-85b4-3748eeb9b28e,2021-06-08,theideabrand,devcloud,777,780,7.77,7.80,7.x,2020-12-03,0,7.x,2021-04-21,1,,,Update
4552561,Saul Ewing LLP,b8e5a0a2-a7c4-4440-ad10-ee2937f62308,saulewing1,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,saulewing1,devcloud,767,780,7.67,7.80,7.x,2019-05-08,0,7.x,2021-04-21,1,,,Update
4563196,grammatech2,71ca7326-e25a-43cb-82e9-7a9f5defe3e3,grammatech2,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,grammatech2,devcloud,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4576996,MGH Institute of Health Professions,0fc4d7f4-9506-4108-a2e6-6a681805d584,mghihp,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,mghihp,devcloud,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4584686,The Cooperative of American Physicians,9e6d6d31-2355-44af-add2-0176f5dd85cd,capphysicians,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,capphysicians,devcloud,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4612156,Road Transport Media,c8862a17-25fa-4a8c-b74b-bb9382d2abdc,commercialmotors,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,commercialmotors,devcloud,774,780,7.74,7.80,7.x,2020-11-18,0,7.x,2021-04-21,1,,,Update
4682891,Princeton Institute for International and Regional Studies,ec6a7bff-4058-4d49-a883-ab9789145134,princetoniirs,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,full,ec6a7bff-4058-4d49-a883-ab9789145134,2021-06-08,princetoniirs,devcloud,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4799831,Pre-school Learning Alliance - Parents Club,b7a85800-a05b-4502-96a3-207dbba6cb8a,parentsclub,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,parentsclub,devcloud,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4902976,University of Maryland Joint Quantum Institute,5990e219-e911-4875-aa3f-168ebb518c7b,umdjqi,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,full,5990e219-e911-4875-aa3f-168ebb518c7b,2021-06-08,umdjqi,devcloud,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
4907761,AEG - myalept.com,60ccbfe7-3270-4699-bb2d-acb7def198ec,aegerionpharma,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,aegerionpharma,devcloud,834,897,8.3.4,8.9.7,8.x,2017-06-21,0,8.x,2020-10-07,0,,,Update
5042901,College of the Holy Cross - McFarland Center,4107e5cc-1e6b-4c1c-a6d8-dd70d7e0ec02,mcfarland,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,full,4107e5cc-1e6b-4c1c-a6d8-dd70d7e0ec02,2021-06-08,mcfarland,devcloud,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
5102276,glinfo,d8852396-dad8-45a7-9eb1-ab111f989e9c,glinfo,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,glinfo,devcloud,767,780,7.67,7.80,7.x,2019-05-08,0,7.x,2021-04-21,1,,,Update
5102311,aboutgl,0f7587e3-44e1-49c6-816b-d86e7faf8020,aboutgl,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,aboutgl,devcloud,767,780,7.67,7.80,7.x,2019-05-08,0,7.x,2021-04-21,1,,,Update
5174381,Novelion,aff80856-04bc-4d8f-a98a-75aee2f1bfb6,novelion,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,novelion,devcloud,767,780,7.67,7.80,7.x,2019-05-08,0,7.x,2021-04-21,1,,,Update
5212556,myaleptpro,ffc7b28a-98ae-442f-a7d2-9edaef24a9ee,myaleptpro,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,myaleptpro,devcloud,759,781,7.59,7.81,7.x,2018-04-25,0,7.x,2021-06-02,0,,x,Update
5259276,Life Pacific College,1105f8f2-c820-4597-92cc-fbefd2e396bd,lifepacific,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,lifepacific,devcloud,767,780,7.67,7.80,7.x,2019-05-08,0,7.x,2021-04-21,1,,,Update
5318531,Juxtapidremsprogram,90c09e01-b334-4c09-baff-bc7be1fb4943,juxtapidremsprogram,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,juxtapidremsprogram,devcloud,834,897,8.3.4,8.9.7,8.x,2017-06-21,0,8.x,2020-10-07,0,,,Update
5395176,MyMilkman,7100b177-9e0b-441a-ba3c-daa38955c43f,mymilkman,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,mymilkman,devcloud,111,111,1.1.1,1.1.1,,,0,,,0,,,
5416591,juxtapidpro8,de62b4e0-7b5f-4daa-8214-49629aed5094,juxtapidpro8,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,juxtapidpro8,devcloud,837,897,8.3.7,8.9.7,8.x,2017-08-16,0,8.x,2020-10-07,0,,,Update
5575821,YMCA of South Hampton Roads,2cd23a25-6834-4fee-a5fe-b90015ac9289,ymcashr,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,ymcashr,devcloud,8913,884,8.9.13,8.8.4,8.x,2021-01-21,0,8.x,2020-03-18,0,,,Update
5711826,Remote Administration Behat D7,9d0274b7-d93f-42e9-834f-b22cbbc23a55,rabehat7,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,rabehat7,devcloud,333,333,3.3.3,3.3.3,,,0,,,0,,,Update
6121931,The Health Foundation,ff988be8-f13e-4824-bcfa-521f4780d0a3,healthorguk,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,healthorguk,devcloud,8916,8915,8.9.16,8.9.15,8.x,2021-05-26,1,8.x,2021-05-05,0,x,,Update
6195551,Policy Navigator,f10552cf-7ae1-4461-a74c-5584ca7a4590,policynavigator,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,policynavigator,devcloud,767,779,7.67,7.79,7.x,2019-05-08,0,7.x,2021-04-07,0,,,Update
6215606,d8captech,2dc4708a-ca99-43b3-be13-1434d12db868,d8captech,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,d8captech,devcloud,8915,855,8.9.15,8.5.5,8.x,2021-05-05,0,8.x,2018-07-04,0,,,Update
6250856,Remote Administration Behat D8 Drush9,b3c6a146-fbd8-4914-8115-17d045253945,rabehat8drush9,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,rabehat8drush9,devcloud,333,333,3.3.3,3.3.3,,,0,,,0,,,Update
6687576,juxstapid d8,12eabef7-08b3-4a2c-b88a-71df7eb91daa,juxstapidd8,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,juxstapidd8,devcloud,851,897,8.5.1,8.9.7,8.x,2018-03-28,0,8.x,2020-10-07,0,,,Update
6847236,ncbc-bioimpact,2d760bab-bb87-4b1a-beb5-da1faf33b1a1,ncbcbioimpact,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,ncbcbioimpact,devcloud,111,111,1.1.1,1.1.1,,,0,,,0,,,
6965796,Remote Administration Behat Lightning 3.x,99304843-7a7f-4b25-94db-890945efe93a,rabehatlightning,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,rabehatlightning,devcloud,333,333,3.3.3,3.3.3,,,0,,,0,,,Update
7300631,Manifest,ccb96e00-e5e5-4348-8696-12070f0703ad,mfestdoc,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,mfestdoc,devcloud,896,8916,8.9.6,8.9.16,8.x,2020-09-16,0,8.x,2021-05-26,1,,x,Update
7417286,manifestext,17bf5877-1910-4dc3-9c12-fd2472e963e4,manifestext,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,manifestext,devcloud,111,111,1.1.1,1.1.1,,,0,,,0,,,
8040406,Front Row D8,9a08d1e4-5804-4bae-9b79-72b0843d3a44,frontrowd8z1,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,frontrowd8z1,devcloud,111,111,1.1.1,1.1.1,,,0,,,0,,,
8426516,ONEducation,bedc178e-b407-4e1a-8476-7725bfbe5ff1,oneducation1,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,oneducation1,devcloud,8916,8913,8.9.16,8.9.13,8.x,2021-05-26,1,8.x,2021-01-21,0,x,,Update
8470826,archerd8,11a3b806-93cf-457d-93cc-82fcd0bb7126,archerd8,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,archerd8,devcloud,8916,8916,8.9.16,8.9.16,8.x,2021-05-26,1,8.x,2021-05-26,1,x,x,Update
8528946,Shield AI,c02aa7ac-e00f-4232-a56c-df14a817c4f9,shieldai,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,shieldai,devcloud,8916,897,8.9.16,8.9.7,8.x,2021-05-26,1,8.x,2020-10-07,0,x,,Update
8555546,Sabes 2020,704d16d1-5f54-4c55-bd3d-e531214519df,sabes2020,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,sabes2020,devcloud,333,333,3.3.3,3.3.3,,,0,,,0,,,Update
8604126,princetonforward,b3b84e42-a482-40a4-b6e9-637fd6319c70,princetonforward,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,princetonforward,devcloud,897,333,8.9.7,3.3.3,8.x,2020-10-07,0,,,0,,,Update
8654156,altdev,bde46c93-abd6-4253-b4fc-61c9fa5a6f6f,altdev,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,altdev,devcloud,111,333,1.1.1,3.3.3,,,0,,,0,,,
8655206,princetonintl,233d053e-f153-4de6-81f8-36822a85ef43,princetonintl,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,princetonintl,devcloud,919,111,9.1.9,1.1.1,9.x,2021-05-26,1,,,0,,,Update
8656046,princetonventure,d4903d1b-1a00-462f-8bc7-71f4d4546856,princetonventure,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,princetonventure,devcloud,111,333,1.1.1,3.3.3,,,0,,,0,,,
8691096,WildlifeTradeMap,31d207fb-abbb-4f91-ad0b-a3e9221463b0,wildlifetrademap,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,wildlifetrademap,devcloud,778,111,7.78,1.1.1,7.x,2021-01-20,0,,,0,,,Update
8715111,TAWAP,4fe946cd-40ff-4bc6-8e6a-59d6a4cd5cf8,tawap,2d6f5952f6bb52f1b31c7c03a03d1151,2d6f5952f6bb52f1b31c7c03a03d1151,devcloud,ACP,1,1,,,2021-06-08,tawap,devcloud,111,333,1.1.1,3.3.3,,,0,,,0,,,
31466,docs.acquia.com,d87bd970-3c0f-102f-a581-1231390f9c61,docs,91e02cd2b8621d0c05197f645668c5c4,91e02cd2b8621d0c05197f645668c5c4,network,Network,1,1,none,d87bd970-3c0f-102f-a581-1231390f9c61,,,,,,,,,,,,,,,,
1910401,Support Ladders (Onboarding),ee90b583-2947-3684-d5c2-1371b39993a4,onboard,91e02cd2b8621d0c05197f645668c5c4,91e02cd2b8621d0c05197f645668c5c4,network,Network,1,1,full,ee90b583-2947-3684-d5c2-1371b39993a4,2021-06-08,onboard,network,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
8442006,RA Dashboard (MGM),977ab9b2-8a78-460a-b92e-645856b067da,radash,91e02cd2b8621d0c05197f645668c5c4,91e02cd2b8621d0c05197f645668c5c4,network,Network,1,1,,,2021-06-08,radash,network,780,333,7.80,3.3.3,7.x,2021-04-21,1,,,0,,,Update
28726,MDA - D7,9002a9ce-04e4-102f-b78d-1231390f9c61,mdad7,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,9002a9ce-04e4-102f-b78d-1231390f9c61,2021-06-08,mdad7,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
29466,dri.es,b46c50be-ee0c-102e-8305-1231390f2cc1,buytaert,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,b46c50be-ee0c-102e-8305-1231390f2cc1,2021-06-08,buytaert,prod,333,111,3.3.3,1.1.1,,,0,,,0,,,
30296,San Diego Gas & Electric,80222f64-45c3-102f-a581-1231390f9c61,sempra,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,80222f64-45c3-102f-a581-1231390f9c61,2021-06-08,sempra,prod,759,780,7.59,7.80,7.x,2018-04-25,0,7.x,2021-04-21,1,,,Update
31101,Hosting Questionnaire,b48d48a2-ee0c-102e-8305-1231390f2cc1,ontariodemo2,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,b48d48a2-ee0c-102e-8305-1231390f2cc1,2021-06-08,ontariodemo2,prod,767,780,7.67,7.80,7.x,2019-05-08,0,7.x,2021-04-21,1,,,Update
31656,Architect of the Capitol,4d1a86f2-3db7-102f-a581-1231390f9c61,aoc,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,4d1a86f2-3db7-102f-a581-1231390f9c61,2021-06-08,aoc,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
31951,NSN,b48a395c-ee0c-102e-8305-1231390f2cc1,nokia,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,b48a395c-ee0c-102e-8305-1231390f2cc1,,,,,,,,,,,,,,,,
